age,income,credit_score,loan_term,loan_amount,monthly_installment,interest_rate,repayment_status
31,95575,621,24,14000,79.11102407786109,6.500611402974999,1
37,72698,347,12,7000,52.290536535341275,8.220345675625566,1
29,96871,448,18,7000,53.438156553597686,8.633291710656804,1
28,63616,559,29,7000,44.75565481311868,7.39097710852598,1
40,33300,651,31,8000,47.16365565486284,6.819632185988198,1
27,53251,396,33,7000,40.75057434309524,6.763113565117134,1
49,96499,469,26,7000,41.06854895140021,6.778008962737458,1
41,55112,657,36,14000,93.25383973266315,7.769482700026598,1
46,118142,339,21,10000,74.4156020480579,8.45998907095534,1
35,48618,625,36,8000,43.801796159474435,6.389296894939274,1
35,107454,626,19,20000,142.6149526529264,8.076698800435883,1
40,135410,463,12,10000,59.36919233730312,6.555867930894859,1
58,101862,604,12,20000,147.57572014316995,8.118867712792703,1
55,108408,474,21,10000,83.90652763968183,9.572648247989097,1
40,134215,319,35,10000,49.56690098162528,5.7750688640880075,1
41,79282,469,27,7000,55.47758395939973,9.09001070893123,1
49,85222,662,12,14000,95.90639448301877,7.5408423953269565,1
38,84385,358,31,7000,47.9425377884874,7.947331540636594,1
41,50636,542,32,7000,45.78216093524787,7.567898111884892,1
55,132147,481,12,10000,101.47414594247353,11.174276862411297,1
48,147768,639,20,20000,163.67687712816493,9.251011068102803,1
56,147178,476,34,10000,78.96193287381503,9.197536849651557,1
29,34233,643,12,8000,81.01472427898722,11.150763126471517,1
36,53024,621,12,14000,98.81220470884512,7.7693771183916365,1
50,70837,451,16,7000,47.895880909265635,7.73354040800667,1
40,89704,593,36,14000,123.55589851877606,10.295571387178434,1
51,137057,636,12,20000,151.11003590563786,8.313738236573508,1
55,116993,313,12,10000,92.28821271109211,10.157904797901523,1
46,132743,601,24,20000,151.21983078379657,8.705463396023848,1
53,111226,426,32,10000,90.24678409499721,10.501686620141157,1
27,116418,380,31,10000,76.90855073555763,8.919964442513399,1
42,106089,325,20,10000,94.6266220923459,10.758421067668298,1
52,81466,409,26,7000,57.345762306112775,9.36646298587025,1
43,124911,701,21,35000,334.36125288608434,10.916483275553604,1
31,134220,694,12,35000,263.4076909147661,8.285230597824967,1
32,117076,646,18,20000,157.47875831765248,8.820944082867385,1
25,147129,378,18,10000,89.38708652307724,10.136623696735926,1
50,54222,663,24,14000,123.90279484052789,10.183955267251015,1
58,113763,335,12,10000,64.59024819539972,7.112227581508609,1
31,94605,315,12,7000,63.92727395815277,10.054492532743133,1
27,112917,478,24,10000,71.07070349453292,8.173593427536746,1
34,102805,653,12,20000,197.06950464134366,10.848377419526471,1
23,61229,627,36,14000,94.85524035383143,7.907739323291986,1
38,96233,652,12,14000,136.5689350650971,10.738981002569712,1
34,99210,493,12,7000,42.791585424488765,6.732372602496378,1
34,136586,311,17,10000,102.95164240415438,11.561405187088498,1
53,113507,372,14,10000,86.34747852342556,9.546418494427304,1
48,131495,725,12,35000,271.44092162397095,8.548972160643915,1
36,102988,620,12,20000,195.8074634736443,10.787831106403782,1
36,145775,703,30,35000,276.4528065736616,9.164497502361646,1
30,103862,429,36,10000,74.78536408445576,8.72649975859588,1
48,95172,443,28,7000,56.45658441590785,9.306394830315448,1
56,142671,518,14,10000,102.82688417880956,11.406153506147632,1
29,120155,714,14,35000,358.95782953189564,11.400066785570381,1
63,110324,477,24,10000,99.13451196619106,11.408407921485356,1
26,56878,620,19,14000,123.24399417449378,9.919336222917606,1
41,64321,408,12,7000,59.41743246354992,9.363238746486774,1
32,73261,466,16,7000,49.029733921874985,7.783043093865313,1
26,80208,644,30,14000,139.39556346858572,11.538746872067186,1
44,53305,665,28,14000,135.97421873967642,11.140428954965868,1
28,41101,649,24,8000,64.34419048922724,9.25489365931086,1
54,101032,589,24,20000,103.27894462956532,5.940957443840586,1
48,141173,733,12,35000,183.22073557955713,5.761817157574772,1
44,69181,344,19,7000,63.40776051750309,10.07870180921304,1
40,127620,643,24,20000,166.24030124845254,9.566250900317087,1
45,52572,362,24,7000,39.99909348748364,6.57165055584729,1
34,119706,558,21,10000,50.27522934024884,5.746456482157657,1
60,134721,563,33,10000,92.3828076283969,10.740874385583197,1
57,96162,383,28,7000,35.70516879941205,5.833862206500382,1
37,87243,632,36,14000,95.56075506093855,7.962473743519309,1
58,131311,531,24,10000,86.05995598756463,9.896144762925257,1
48,141194,688,29,35000,312.5045151666101,10.258163898848965,1
35,124068,625,12,20000,146.55648127242426,8.061846768066179,1
29,61151,409,24,7000,56.36419012244904,9.263924031788726,1
29,92002,473,13,7000,64.66376851809737,10.210449875345828,1
36,138837,308,12,10000,68.27277029774731,7.519898898006724,1
44,70487,355,36,7000,47.008886212907704,7.8401568869414815,1
43,127181,493,31,10000,68.81806580064108,7.898177815488263,1
42,125053,390,24,10000,86.79718041018336,9.992894819595493,1
52,119408,468,30,10000,66.86763956092199,7.752696537288407,1
45,133998,518,30,10000,68.08365146775058,7.897998602195306,1
46,148929,629,22,20000,132.4990633814321,7.564677698682342,1
41,76745,408,18,7000,33.10032924821317,5.334087871027689,1
53,127608,379,24,10000,93.2411612818689,10.726414117591627,1
43,126904,612,26,20000,166.19247999614896,9.44030060193889,1
24,107486,349,12,10000,83.3636310101245,9.208777171980335,1
51,97977,452,31,7000,65.35706604510865,10.826475311365705,1
53,89619,630,14,14000,85.0850844861538,6.762451034540599,1
52,47904,630,24,8000,70.24241321160085,10.097552377116532,1
40,52740,406,28,7000,32.85993571276285,5.434272103387702,1
32,139472,353,36,10000,50.99447444585739,5.949023052102712,1
50,109816,355,24,10000,62.42850006563717,7.183742240455397,1
46,76986,333,36,7000,70.68357506852597,11.785206107589167,1
39,78856,491,28,7000,41.56908833977423,6.860449317186175,1
34,64002,539,24,7000,69.32287080306038,11.390362456640858,1
34,129637,571,19,10000,61.926600991929284,6.9771575981503515,1
31,91745,388,36,7000,33.48165248325717,5.580665976884616,1
58,86497,607,34,14000,102.17391184790175,8.484646207616635,1
50,80499,497,31,7000,53.85948764811566,8.911048315418995,1
37,83639,691,12,24500,221.11219189748886,9.932988971941947,1
36,149594,714,20,35000,285.52002401252327,9.312135505249032,1
31,103815,508,34,10000,68.35414613641134,7.963981951686395,1
32,133212,652,25,20000,147.1456365243775,8.445406930564486,1
34,143457,430,30,10000,63.16248694962273,7.334762048864067,1
55,84434,360,25,7000,46.21806089471925,7.612372852528124,1
37,103174,340,36,10000,91.37905973718658,10.668316322344413,1
31,120725,327,27,10000,72.92438405585084,8.426726885506113,1
31,135814,558,36,10000,52.124635379133174,6.0838466289981845,1
31,89635,713,34,24500,132.38775159965854,6.289666203915052,1
32,69041,547,34,7000,63.25872759012089,10.528887754504183,1
54,130038,704,12,35000,309.5294522833162,9.734314094321414,1
28,97149,402,30,7000,38.152224323761395,6.28245915813973,1
46,104719,352,31,10000,83.83923396040447,9.73238569706579,1
30,55550,455,36,7000,46.26371378939909,7.707634562238136,1
53,147897,446,18,10000,66.24475791142589,7.4361663138585765,1
34,62429,617,24,14000,127.39801951993788,10.467239940690995,1
53,140780,721,12,35000,237.21830546245113,7.457173551355345,1
42,59986,534,33,7000,49.781555546360565,8.273668643405381,1
47,105372,439,31,10000,73.4821934964402,8.514919562870977,1
33,97182,725,12,24500,173.4799517689303,7.7921351250380315,1
29,121796,336,26,10000,79.34916930220331,9.150340802598391,1
52,136656,423,31,10000,57.560307883206505,6.68937000183158,1
30,91899,400,24,7000,62.4799711819482,10.267522451552482,1
25,35356,647,23,8000,43.81991896821559,6.209910062394166,1
32,76898,433,24,7000,46.35187412937621,7.617979021562702,1
28,55769,451,12,7000,57.877669423406815,9.098304518036826,1
38,68861,519,12,7000,51.30100569738586,8.067524597109518,1
28,55388,646,16,14000,95.61075402823496,7.690450350922127,1
33,108793,528,14,10000,57.2640118865307,6.374331301588501,1
53,105818,376,12,10000,69.91156145110745,7.695881646622782,1
52,139192,386,19,10000,74.2031428199218,8.38099585369604,1
37,60054,472,32,7000,63.175843162647595,10.494054465828343,1
37,91051,717,36,24500,182.9305518093713,8.712484425057255,1
56,128970,432,36,10000,68.730341783582,8.017768449827093,1
37,123583,604,34,20000,194.7565078438762,11.319512219526642,1
45,120103,587,23,20000,192.27343203227716,11.036667886690475,1
24,123894,361,18,10000,55.60057540544182,6.272599522902501,1
45,78215,648,12,14000,132.25247420742446,10.399768883222162,1
62,124498,320,20,10000,84.52497634240713,9.455795828739184,1
39,111616,605,36,20000,177.62998658542168,10.36360995718807,1
48,56081,419,24,7000,61.368585350553296,10.087371235131865,1
32,130149,618,17,20000,123.94890822197962,6.964716287985493,1
38,71336,448,31,7000,52.036842894098406,8.565411137730184,1
38,118725,620,29,20000,178.79502083866223,10.351494658122386,1
54,106826,448,17,10000,53.13647622440451,5.992155410512353,1
21,92765,371,34,7000,43.94498554493743,7.307865201584862,1
29,120743,545,22,10000,72.4485294165699,8.311725680100562,1
39,98888,335,20,7000,64.01189414129772,10.283677643635459,1
42,51116,468,36,7000,42.743121681447974,7.124286152041215,1
55,134020,658,35,20000,95.94170945973782,5.594889519702008,1
57,111064,536,14,10000,100.22821122328665,11.125022127015363,1
61,138855,333,27,10000,73.95410007762187,8.455423468469691,1
47,134123,447,30,10000,96.04885216023413,11.129411146589437,1
41,76936,454,24,7000,50.41078204497071,8.284533200672003,1
31,75199,397,12,7000,67.2838420591502,10.584939149996538,1
26,142041,367,36,10000,58.929073645235555,6.872450348146944,1
39,104744,508,12,10000,50.817772477668825,5.590521774191529,1
41,117594,367,36,10000,96.432223227308,11.253844684656237,1
42,122734,496,24,10000,56.32963893942515,6.479952308115015,1
53,138334,433,25,10000,92.20038987339404,10.615207497802476,1
43,148917,634,24,20000,127.84384387284395,7.356229555763542,1
55,131768,735,12,35000,220.9083165575945,6.948078787104938,1
29,134145,707,18,35000,240.0548641754673,7.683202954899847,1
48,141006,585,12,20000,169.7800061698447,9.369610276360316,1
33,63550,543,32,7000,34.3335767565021,5.666743070260084,1
24,109981,639,36,20000,147.57015547837204,8.612657482500307,1
42,69304,336,21,7000,58.34361884410186,9.317723209551843,1
35,63467,537,24,7000,59.34898498443235,9.752669562765345,1
28,133239,329,33,10000,61.383106458354646,7.1397022691417185,1
29,130626,593,30,20000,138.51809122471255,7.954827303209347,1
25,80990,549,34,7000,47.12268629557917,7.838905073901566,1
55,125240,379,12,10000,93.35112383109006,10.273088237486494,1
39,145129,608,24,20000,147.83841942315905,8.502617749125754,1
23,83531,520,12,7000,46.492297538368035,7.30691746474667,1
30,126719,478,14,10000,63.41507347284178,7.0384274355973195,1
34,130633,597,36,20000,134.5539804102621,7.852432595000057,1
31,77401,367,24,7000,37.154439411985834,6.00489157722664,1
39,69041,505,36,7000,62.32672297147738,10.387843820999079,1
34,90965,685,28,24500,221.0858058581606,10.447672241072102,1
33,92307,610,24,14000,90.69810074625514,7.459458784774229,1
59,111006,612,23,20000,156.03393503692985,8.756182265095648,1
21,32147,617,22,8000,42.45936347493802,6.062068219554133,1
37,136373,438,26,10000,98.25724476166691,11.332865442877292,1
40,99914,660,36,14000,105.46186900920752,8.788802155679344,1
25,114574,516,12,10000,100.10296836997941,11.020143464729543,1
23,118798,541,25,10000,86.64658805021196,9.809973963673542,1
41,75420,512,36,7000,40.746639041966716,6.790744195638949,1
31,55157,390,18,7000,46.666052677763645,7.497287955496108,1
56,130598,374,29,10000,78.35790574323127,9.087088475072246,1
38,141256,433,12,10000,89.67548397181214,9.876084847286377,1
29,96048,528,31,7000,44.10715325965531,7.27454038471505,1
46,97678,593,22,14000,101.53233193372428,8.181460860408615,1
47,93951,484,36,7000,54.24045319812521,9.045526690873803,1
25,112164,616,24,20000,185.77347872583516,10.546744132270415,1
45,100951,476,27,10000,97.5454052330447,11.169215591705617,1
56,111059,562,20,10000,84.22046675952453,9.372213990431717,1
31,106674,625,32,20000,109.03301707667941,6.329302730621937,1
24,114403,373,30,10000,77.3376593410537,8.963824167782384,1
61,118966,323,12,10000,91.68153015976326,10.11944572179146,1
31,31589,613,21,8000,76.79624136422824,10.989813734157279,1
43,95160,730,20,24500,199.61004277723518,9.248267336249866,1
55,103992,650,36,20000,133.36639524252308,7.781135489080785,1
42,122904,472,15,10000,64.02519402618404,7.136257536350556,1
22,134298,586,24,20000,151.93308123537275,8.742752216802526,1
43,88112,412,12,7000,49.61131231856543,7.801420426164169,1
44,92099,647,32,14000,130.25717829867227,10.820542448370688,1
45,122409,593,28,20000,165.13868153193542,9.489444292148939,1
53,88287,492,17,7000,39.27357129511205,6.2940024520317746,1
59,103433,365,33,10000,62.12302255599948,7.2149869097182515,1
61,93562,630,14,14000,115.78651396403251,9.16891963007648,1
23,56841,470,13,7000,65.09479832233865,10.25962042495841,1
31,41948,650,12,8000,70.98625986478667,9.767982028029497,1
42,128179,378,34,10000,78.41333504308473,9.133015232499067,1
38,103293,449,26,10000,82.27009541508649,9.337715148409922,1
45,122061,357,24,10000,88.26817995296213,10.154167594980859,1
38,106815,646,29,20000,129.7016820694497,7.5046432664884675,1
40,99460,651,36,14000,121.13700458803277,10.095728067734921,1
42,114442,398,24,10000,51.61270684287971,5.939254674687501,1
38,106828,508,22,10000,62.771474297306625,7.177232045197658,1
36,64477,542,36,7000,42.2883569074735,7.05195898952203,1
39,144445,688,12,35000,266.9841032195591,8.396882331167994,1
59,87485,519,12,7000,49.702258086016094,7.815397181837829,1
60,96296,303,12,7000,44.295564370094525,6.963601726268325,1
47,64685,628,14,14000,81.97144869491247,6.488344180309918,1
31,41014,650,21,8000,77.41716214283946,11.064063282561081,1
28,50346,497,24,7000,49.389866829498544,8.115084599957541,1
44,104127,386,24,10000,71.543557503777,8.230333428777964,1
51,116809,399,25,10000,70.52631925647171,8.041635809063733,1
59,117974,690,18,35000,250.67333729566596,8.015546983653277,1
43,69601,461,28,7000,50.67972917354004,8.367666908278466,1
42,74872,353,21,7000,57.48059885626383,9.333264400194484,1
33,71773,501,36,7000,57.08942520124001,9.514309420304983,1
44,62113,453,12,7000,73.3466514784663,11.558779141697187,1
25,55798,489,21,7000,40.2575303941937,6.546388801143389,1
51,131159,302,32,10000,59.04958198225351,6.863158537707652,1
30,91917,388,36,7000,69.78143390833532,11.63613848390357,1
43,115320,330,32,10000,89.63692573298214,10.419620232687507,1
26,128878,479,36,10000,84.95735660168455,9.916496131459441,1
22,102769,643,23,20000,124.76846915264304,7.153807317350532,1
27,90964,398,14,7000,67.29326630666674,10.652335838014654,1
32,77316,466,36,7000,48.88346307464764,8.146456938888022,1
49,32258,651,16,8000,44.61057556101272,6.261262084986933,1
35,70227,333,24,7000,63.92804194686296,10.385041156875257,1
39,82529,343,14,7000,66.33012863221805,10.459193154628935,1
54,131320,386,12,10000,81.86599943076449,9.010917658470749,1
39,113340,621,12,20000,163.4635131091379,8.994315758643477,1
38,43069,619,33,8000,51.57174932075292,7.49085751029323,1
45,81138,665,23,14000,138.60565381468794,11.365255784856425,1
25,114862,609,24,20000,181.6473339833083,10.446680225571912,1
36,94280,688,23,24500,201.34591916646224,9.327806357308564,1
58,80956,405,36,7000,70.21010046805786,11.70359482218605,1
28,79861,621,13,14000,118.3774717965185,9.341913736087303,1
53,142484,436,36,10000,68.51609821510004,7.9951155537693,1
49,129019,626,12,20000,156.98683818962488,8.670749440126984,1
31,64910,624,14,14000,106.90681842537089,8.443707423667712,1
48,128925,488,21,10000,65.25586271870516,7.369347868495623,1
48,94349,591,12,14000,88.26232046945591,6.934023419287289,1
50,130454,598,24,20000,120.31051508263444,6.918748964738391,1
22,91606,453,25,7000,35.59235157906305,5.867629404191883,1
51,134348,718,36,35000,246.98507885534946,8.235588959145792,1
25,81635,592,13,14000,83.75836164206677,6.596786300450002,1
50,91275,495,12,7000,37.246618773007675,5.86542553916763,1
52,51652,535,12,7000,45.25365743239381,7.127305055153167,1
27,123039,407,36,10000,76.75588889550004,8.961731892663789,1
60,134676,530,27,10000,74.89612450522003,8.616661591285615,1
31,117552,502,35,10000,54.502861299447765,6.363128025556784,1
44,117134,612,12,20000,145.99525286594127,8.03447899845338,1
56,131314,389,12,10000,81.61595175366071,8.992422137211648,1
22,65395,437,12,7000,44.40014078202884,6.981999537383941,1
37,68152,529,32,7000,61.97060811520331,10.259704948214978,1
49,149170,536,14,10000,99.7286312746508,11.068999648970584,1
29,89257,638,24,14000,111.94684546214016,9.197568868304272,1
42,107429,511,28,10000,56.68134644460619,6.549740330235544,1
59,83815,682,27,24500,145.23385619647465,6.844881041010937,1
50,81394,416,31,7000,67.17693964106007,11.109944745556927,1
54,76031,537,36,7000,35.3859643685233,5.902245408927412,1
27,66455,344,36,7000,32.8588269294185,5.480369053663565,1
53,108065,448,25,10000,77.17207812649436,8.893407359982104,1
35,75388,658,30,14000,135.12530496986244,11.190417085973886,1
38,53005,658,26,14000,142.78447585745457,11.617431408771237,1
64,120154,557,12,10000,70.16902885362103,7.720693468457311,1
47,129350,399,24,10000,55.98585291933582,6.440209390849491,1
58,91352,438,22,7000,44.443313851331,7.244023157494554,1
25,115079,652,34,20000,92.87494601352458,5.382389598747025,1
48,69553,494,27,7000,58.41066593685067,9.648769468362161,1
24,56368,588,24,14000,96.18088565865688,7.902965805628824,1
55,109537,464,35,10000,92.65250997533569,10.812633138182989,1
52,62829,602,12,14000,100.47991038095321,7.897608641925163,1
37,85645,385,16,7000,58.91801519342536,9.393923748275522,1
42,116837,614,14,20000,141.11101889548456,7.8172671835788865,1
29,140074,470,20,10000,56.65203505834783,6.415491510895578,1
43,117688,426,27,10000,75.03530784361331,8.682429400068315,1
34,54675,385,27,7000,38.677781209306374,6.272978797393488,1
37,88810,534,29,7000,50.70999252281986,8.39097754125084,1
41,96477,506,34,7000,46.06157364447303,7.6655417796998195,1
64,140108,663,13,20000,132.42349784056685,7.306495312870151,1
50,91180,388,32,7000,43.29503175573776,7.18612778379493,1
22,84522,349,30,7000,55.65842326809093,9.214583653816984,1
30,94638,401,29,7000,66.00497662230875,10.907351218938128,1
52,130940,380,12,10000,99.77708983395691,10.986767612354646,1
27,90659,477,31,7000,37.20839993712961,6.118399804927609,1
25,126966,317,25,10000,103.84853199611631,11.817292205450245,1
36,115947,428,20,10000,69.03423981602842,7.759963408629728,1
35,71332,442,36,7000,50.00985270886994,8.334358781100427,1
61,125934,735,12,35000,179.04115007403627,5.625468397366422,1
45,71381,540,25,7000,60.33219689385609,9.854917098401375,1
41,112472,335,31,10000,66.76619070641114,7.7534302546052185,1
54,129069,480,21,10000,63.257925309114476,7.192029219553497,1
44,123737,400,25,10000,76.16428720547756,8.687413038696473,1
35,32052,625,12,8000,75.43145308275649,10.38354998797099,1
41,101227,526,18,10000,77.34336176262491,8.722289521651758,1
25,141280,422,12,10000,91.69485404296901,10.125799150833812,1
54,96337,383,21,7000,51.061817663591725,8.198264127194783,1
52,110491,476,12,10000,57.46424513050859,6.323742759921795,1
57,138970,386,24,10000,76.05238053679139,8.750755493612775,1
36,57656,628,23,14000,139.54252463120093,11.446051231902143,1
45,116960,696,26,35000,335.817956986112,10.945999743003997,1
38,74976,331,27,7000,49.93905627242637,8.25134627833491,1
30,103544,389,24,10000,49.822521042893804,5.733061738645485,1
37,120682,512,14,10000,51.89282885730635,5.764710456704567,1
44,108315,518,24,10000,50.59411756821729,5.815261143222894,1
32,137299,491,33,10000,61.94075522997406,7.193978356111681,1
36,106681,486,27,10000,86.66365802877436,10.011879164932056,1
44,94607,443,14,7000,57.81133215404049,9.149006714522857,1
43,115697,304,23,10000,58.739731571908635,6.747506863069533,1
48,87979,635,12,14000,105.27880045925167,8.281062927473778,1
49,109413,326,28,10000,80.16648403009219,9.279756775347648,1
31,86629,389,16,7000,39.890262678160795,6.3969316472872535,1
32,110349,396,24,10000,90.2438317048183,10.384395265178266,1
43,59329,538,25,7000,38.16135701501456,6.280903552252184,1
42,118849,484,24,10000,68.33499404415355,7.861963839640506,1
46,144519,713,12,35000,276.9804358648623,8.710058837865436,1
50,92418,480,12,7000,43.69864253485369,6.874150111938437,1
32,80188,617,26,14000,116.19493253855435,9.562409351820074,1
45,144559,503,30,10000,51.04322272462564,5.918043611544959,1
53,57105,451,36,7000,35.909695085237246,5.983679945803804,1
36,116469,610,28,20000,144.53008363411303,8.363459730187298,1
33,141494,635,33,20000,138.5681575044944,8.063298490420651,1
54,143164,602,31,20000,152.20865491328897,8.83275224763551,1
41,111473,618,25,20000,150.75415819839347,8.694060920259968,1
44,85453,535,35,7000,36.324064160989586,6.042517599726991,1
42,71047,485,15,7000,56.32755159431538,8.914410323149204,1
46,57985,618,26,14000,125.34989006861447,10.310975934214792,1
42,130554,512,24,10000,67.32414968389295,7.744222661685277,1
37,115150,520,15,10000,71.67226364979017,8.011865412450241,1
28,89323,382,14,7000,45.65236458507169,7.26797813295554,1
31,100557,412,24,10000,80.98908556184757,9.317121445649276,1
43,67746,620,24,14000,95.36631822945515,7.837419661220304,1
57,98107,365,36,7000,30.452518276124,5.072904142355068,1
31,51512,485,28,7000,47.64665364474229,7.8298082389084875,1
43,88496,684,16,24500,171.36153341811,7.907039527679148,1
44,59513,599,16,14000,125.90599913739248,10.026195994781476,1
34,81810,403,12,7000,56.126543932114764,8.822195516312263,1
25,61869,471,16,7000,49.090053256075514,7.7742741204080925,1
62,97268,707,33,24500,219.0602559821518,10.387262779290463,1
33,148906,376,14,10000,56.5563982685472,6.269987220934971,1
40,61110,556,24,7000,53.82007646138014,8.843773396695005,1
44,86814,651,24,14000,93.9029285898486,7.712626428824085,1
25,144217,654,13,20000,210.2799264770262,11.606073037178287,1
34,107872,524,27,10000,68.71427024229882,7.944649420001879,1
40,80235,505,23,7000,57.32361815857712,9.179340873042673,1
51,91046,437,24,7000,56.45669286754875,9.277589376462073,1
39,79794,529,27,7000,64.43663714252602,10.636251360641722,1
49,131939,459,21,10000,90.74862541589968,10.372673789657869,1
51,126613,467,12,10000,77.61942065967665,8.546746501102785,1
29,63332,411,24,7000,47.89828019491415,7.871122754683258,1
33,142096,484,31,10000,57.15172349506701,6.628368847619406,1
39,54349,363,31,7000,68.39767789326388,11.34759421436337,1
24,113927,571,36,10000,50.14369379825073,5.853020083898578,1
27,101910,490,12,10000,69.23851826101831,7.632024199505662,1
47,89580,420,33,7000,37.61320149054016,6.2528879011220795,1
26,130111,464,30,10000,70.07673247061184,8.090451683237394,1
33,49376,637,30,8000,55.0974619731273,7.985883439200518,1
26,124403,486,14,10000,100.04997616871856,11.06289877035035,1
42,128028,613,12,20000,92.1060326335469,5.068728967976462,1
64,112253,469,25,10000,73.91491268248058,8.375521838055725,1
33,133430,485,18,10000,72.97346527192639,8.26631769152036,1
48,108094,472,27,10000,73.24532706197738,8.466254459123265,1
51,96278,680,30,24500,146.82712384678567,6.95752441169015,1
61,117105,598,35,20000,166.92009349655962,9.718650347476766,1
49,128606,624,26,20000,115.90272083405372,6.69152490307175,1
43,109250,505,24,10000,59.83045068066314,6.881856426270451,1
44,56156,479,34,7000,34.81287780986059,5.79218859505191,1
50,144563,728,13,35000,284.1668397527145,8.971804795495519,1
35,99213,473,22,7000,69.40083886482537,11.196920491571426,1
24,133995,653,24,20000,106.63239356983703,6.132408034426285,1
50,148147,577,12,10000,85.0681595829121,9.368324366510024,1
36,82734,639,12,14000,77.19167064662034,6.069364053837818,1
31,106637,477,24,10000,90.77046936316982,10.445770287059634,1
45,76579,332,28,7000,49.06215541003728,8.045639354069957,1
42,82181,632,14,14000,83.22859818858514,6.637929530474556,1
27,75227,626,27,14000,85.49934499375756,7.058805422093869,1
50,87076,516,21,7000,33.08170039086859,5.391535177627331,1
38,67447,536,19,7000,62.26940329345884,10.086506854160085,1
30,61416,639,19,14000,91.7517982531527,7.3803646014051445,1
64,126259,337,36,10000,62.06150988287082,7.238637854718929,1
47,138260,552,35,10000,48.79715221391456,5.693499425723576,1
36,90833,608,12,14000,72.58794263291105,5.726028702829059,1
28,65972,409,23,7000,52.36294428146735,8.601303840687313,1
49,80731,649,34,14000,79.87425833445762,6.634669245432826,1
36,102526,609,34,20000,113.60088064093303,6.581071398522767,1
27,133720,557,34,10000,52.884670103227464,6.147523317693955,1
40,113709,508,20,10000,86.54957717602807,9.874874903305438,1
43,105839,497,31,10000,81.60789844252507,9.489945004669844,1
46,52748,511,34,7000,36.0059680366425,5.993779884565486,1
62,84532,396,22,7000,43.669357671426546,7.133109144325725,1
37,56868,590,29,14000,109.18527501315356,8.919836842136815,1
64,119196,532,24,10000,56.29490537716644,6.479625100445251,1
48,89209,416,24,7000,49.41654207977829,8.121773331023437,1
48,136305,428,15,10000,88.75510325537935,9.843676579031467,1
43,103922,360,14,10000,81.50348317170528,9.031230506875819,1
42,88461,599,20,14000,121.52870986805269,9.913431060159644,1
40,62066,434,24,7000,44.251936272822576,7.270763114556974,1
27,66283,408,24,7000,58.41432619158943,9.604456677999261,1
48,87889,575,24,7000,47.54585456190492,7.815064511292157,1
37,90276,610,17,14000,85.08894304703263,6.761584023471293,1
39,117324,465,24,10000,69.53888229199445,8.001986187719996,1
32,89621,721,36,24500,140.03630959252973,6.670696184521754,1
31,132279,341,22,10000,78.57649526201568,8.969641463440112,1
41,140699,493,14,10000,97.40558930995266,10.751201632637462,1
40,113593,557,25,10000,91.41231425940461,10.529341424607313,1
36,56577,592,30,14000,132.4890098934002,10.97495368591347,1
50,85210,611,24,14000,75.59268653135304,6.210753256059968,1
35,55611,335,30,7000,46.37318385816331,7.688723644271585,1
62,105868,386,33,10000,79.47119155290744,9.23226455788163,1
28,73348,357,12,7000,64.86899034265863,10.204641783020554,1
38,130901,350,24,10000,51.102508396546796,5.878906038260183,1
48,128711,550,19,10000,103.31322028440137,11.680866017180737,1
32,141331,557,12,10000,57.70681315832625,6.35080513876362,1
42,86868,501,30,7000,58.73928444721669,9.718522762794924,1
31,75433,364,12,7000,50.11968894664531,7.878106040367139,1
47,74155,361,24,7000,55.74009785981262,9.157023273064473,1
44,141501,355,24,10000,54.856323246753504,6.309689212167259,1
59,141177,475,19,10000,87.18486653957778,9.832280246815873,1
47,85520,552,12,7000,56.588105483893244,8.896616463805993,1
30,124518,390,33,10000,64.83412277314154,7.54063193493473,1
40,77413,645,32,14000,84.71538095167077,7.040032488227807,1
31,83616,342,30,7000,67.24562984778042,11.064696189326394,1
48,113795,590,25,20000,193.78901277516317,11.042063993965291,1
22,95270,460,27,7000,45.131503124159856,7.453791378218971,1
36,135283,645,30,20000,141.04340917193142,8.15445904632275,1
34,145273,451,25,10000,67.48112488525572,7.779306257696038,1
61,90949,486,23,7000,35.50210277384263,5.81526637210334,1
62,123551,467,24,10000,59.7038140636943,6.871470335599881,1
46,55018,340,31,7000,61.70768812565534,10.225787519406822,1
65,87794,676,29,24500,201.8872211703585,9.536707281352172,1
41,103313,346,15,10000,79.72162487784523,8.838445945090019,1
52,147747,372,17,10000,80.552263242629,8.973664968400406,1
50,81377,431,36,7000,69.38080413841057,11.566234188801365,1
58,138939,351,23,10000,65.17181984850764,7.4818036836426005,1
54,83923,440,23,7000,69.05491433019051,11.336303222121067,1
32,140641,551,24,10000,78.8391226365114,9.072691029404256,1
44,109616,452,36,10000,63.30868990402061,7.387378719491737,1
40,81688,509,34,7000,33.02393523487591,5.461438634171961,1
43,105319,648,22,20000,167.34529367408751,9.469792475972696,1
49,131358,590,17,20000,163.27388973795493,9.168078999380883,1
23,131938,726,24,35000,188.9364074462747,6.206546284820672,1
40,118118,434,24,10000,48.02304372348769,5.520841879301318,1
36,93346,619,12,14000,122.36573380353258,9.625196633200185,1
32,126498,328,20,10000,79.95234959170556,8.999339699285988,1
29,116739,340,16,10000,63.798937943689936,7.119114963513175,1
55,86227,634,36,14000,143.41502848817896,11.949776373139,1
40,99121,519,17,7000,50.33154377578768,8.154041928118282,1
48,47902,620,30,8000,74.91652394558055,10.858846466707984,1
